the_geom,cartodb_id,the_geom_webmercator,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,job_type2,cost_estimate,enlargement_flag_yes_no,square_footage,permit_issuance_date,permit_expiration_date,job_location_house_number,job_location_street_name,community_board,applicant_business_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
0101000020E610000000000000067C52C000000080F14C4440,921,0101000020110F000072FD7B67D1655FC1E5E0DBF294E55241,40.6011199951172,-73.9378662109375,Brooklyn,NB,New Building,321951697,3199213,NB,4467232,false,30184,9/30/2020,9/4/2021 12:00,3025,AVENUE U,315,B. WARRANTY HOME CONS,MERCANTILE,3,0
0101000020E6100000000000003F7D52C0000000406E4A4440,626,0101000020110F0000BB9BF410E5675FC166422C85C5E25241,40.5814895629883,-73.9569702148438,Brooklyn,NB,New Building,321909663,3245362,NB,3103264,false,20968,10/19/2020,8/7/2021 12:00,50,BRIGHTON 11 STREET,313,BUILD R US CORP,BUSINESS,4,
0101000020E6100000000000A0576F52C0000000C0F84C4440,924,0101000020110F0000E510101C47505FC18CEBF70E9DE55241,40.6013412475586,-73.7397232055664,Queens,A1,ALT 1 Enlargement,421535798,4298699,A1,984000,true,4646,3/27/2020,3/20/2021 12:00,583,CEDAR HILL RD,414,AMMK INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0F77B52C0000000A02C5B4440,3624,0101000020110F0000083FFD32B9655FC169D45E8383F55241,40.7122993469238,-73.9369964599609,Brooklyn,NB,New Building,321527344,3070772,NB,707292,false,4779,12/15/2020,1/1/2022 12:00,315,MAUJER STREET,301,"JOHN O'HARA CO., INC",BUSINESS,2,0
0101000020E6100000000000209F7F52C000000020ED594440,3411,0101000020110F00006DF21907EE6B5FC17E13A28D1DF45241,40.7025489807129,-73.9940872192383,Brooklyn,NB,New Building,320915863,3839660,NB,871720,false,5890,11/23/2020,3/15/2021 12:00,20,OLD FULTON STREET,302,L1C CORP,MERCANTILE,1,
0101000020E6100000000000A0577452C0000000E0245A4440,3457,0101000020110F000009488451C5585FC1A3CBA9025CF45241,40.7042503356934,-73.8178482055664,Queens,NB,New Building,420663231,4618904,NB,2704256,false,18272,7/1/2020,6/13/2021 12:00,136-21,HILLSIDE AVENUE,409,BOLEX.GC CORP,BUSINESS,3,0
0101000020E610000000000000637452C0000000604E5C4440,3911,0101000020110F00003A7DD7A3D8585FC13FE6EE2FC8F65241,40.7211418151855,-73.8185424804688,Queens,NB,New Building,420348804,4545475,NB,3445884,false,23283,9/30/2020,7/27/2021 12:00,77-11,MAIN STREET,408,DOPPLER INNOVATIONS INC,ASSEMBLY: OTHER,3,
0101000020E6100000000000405D7D52C000000040125D4440,4112,0101000020110F00006E34EB7218685FC144DB21B2A3F75241,40.7271194458008,-73.9588165283203,Brooklyn,NB,New Building,321231412,3425624,NB,44129160,false,298170,9/8/2020,9/17/2021 12:00,29,WEST STREET,301,NINTH AVE CONSTRUCTION GR,BUSINESS,14,216
0101000020E610000000000060737D52C0000000E0E55E4440,4465,0101000020110F000048F0CA073E685FC1394293D2AFF95241,40.7413902282715,-73.9601669311523,Queens,NB,New Building,420663703,4617913,NB,60715372,false,410239,1/9/2020,1/9/2021 12:00,52-41,CENTER BOULEVARD,402,52-41 CENTER GC LLC,RESIDENTIAL: APARTMENT HOUSES,46,394
0101000020E6100000000000209E7C52C0000000A07D5F4440,4593,0101000020110F0000E686C9CDD3665FC1D736A6EE59FA5241,40.746021270752,-73.947151184082,Queens,NB,New Building,421369209,4000558,NB,726680,false,4910,10/21/2020,10/10/2021 12:00,21-19,46 AVENUE,402,BK BUILDERS LLC,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E610000000000060467F52C000000020AB5F4440,4665,0101000020110F00009923E546576B5FC1F9F37CF08CFA5241,40.7474098205566,-73.9886703491211,Manhattan,NB,New Building,121188749,1090786,NB,26474832,false,178884,8/19/2020,8/20/2021 12:00,1241,BROADWAY,105,"TRITON CONSTRUCTION CO.,",BUSINESS,22,
0101000020E610000000000000477752C00000000002604440,4746,0101000020110F00001BADBE9AC15D5FC1B8A41B55EEFA5241,40.7500610351562,-73.8637084960938,Queens,A1,ALT 1 Enlargement,420602119,4044376,A1,165020,true,4432,9/22/2020,4/28/2021 12:00,102-11,ROOSEVELT AVENUE,403,CLASS ONE CONSTRUCTION LT,BUSINESS,4,
0101000020E610000000000060487552C00000000094614440,5153,0101000020110F00009CB0AB415E5A5FC1153FB70DB1FC5241,40.7623291015625,-73.8325424194336,Queens,NB,New Building,401816923,4541700,NB,42948860,false,290195,6/21/2019,12/31/2020 12:00,36-18,MAIN STREET,404,W & L GROUP CONSTRUCTION,RESIDENTIAL (HOTELS),15,150
0101000020E610000000000040F08E52C0000000E0BE424440,124,0101000020110F0000A4480074F2855FC1772198762EDA5241,40.5214500427246,-74.2334136962891,Staten Island,NB,New Building,520357701,5171723,NB,35520,false,240,12/3/2020,12/22/2021 12:00,27 GARAGE,MADSEN AVENUE,503,TCS CONTRACTING INC,UTILITY / MISCELLANEOUS,1,
0101000020E610000000000080EF8952C0000000C083444440,224,0101000020110F000044736AF8727D5FC15248BC7E28DC5241,40.535270690918,-74.1552429199219,Staten Island,A1,ALT 1 Enlargement,520394993,5068122,A1,600000,true,1864,5/8/2020,2/19/2021 12:00,4277,RICHMOND AVENUE,503,MAXIMUM CONTRACTING INC,BUSINESS,2,1
0101000020E6100000000000C0BA8E52C0000000803D464440,343,0101000020110F0000BC86F79397855FC1EE27563216DE5241,40.5487518310547,-74.2301483154297,Staten Island,NB,New Building,520307659,5169900,NB,1864800,false,12600,11/3/2020,11/1/2021 12:00,96,INDUSTRIAL LOOP,503,NIRO INC,STORAGE: LOW HAZARD,1,
0101000020E610000000000040067D52C000000020644E4440,1173,0101000020110F00007C81AFAB84675FC1A1B9D08F33E75241,40.6124305725098,-73.9535064697266,Brooklyn,NB,New Building,302197414,3425990,NB,2654676,false,17937,10/15/2020,3/2/2021 12:00,2025,OCEAN AVENUE,314,STRUCTURELINE INC,RESIDENTIAL APT HOUSE,7,15
0101000020E6100000000000801E7F52C0000000408F504440,1516,0101000020110F00009671948B136B5FC1E39A2DB4A0E95241,40.6293716430664,-73.9862365722656,Brooklyn,NB,New Building,321531106,3129639,NB,1572944,false,10628,12/14/2020,2/11/2021 12:00,1622,51 STREET,312,KAUFMAN GROUP INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000020817C52C000000020F2504440,1580,0101000020110F00003F4B608BA2665FC13BC5955A0FEA5241,40.6323890686035,-73.9453811645508,Brooklyn,NB,New Building,321194195,3428510,NB,902208,false,6096,10/1/2020,10/1/2021 12:00,771,EAST 32ND ST,317,BNA SERVICES INC,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E610000000000060818052C0000000C02C514440,1615,0101000020110F00002CBD0C566E6D5FC18D247EF650EA5241,40.6341781616211,-74.0078964233398,Brooklyn,NB,New Building,321187210,3141164,NB,3557920,false,24040,11/5/2020,8/19/2021 12:00,876,60 STREET,312,98 CONSTRUCTION INC,BUSINESS,8,
0101000020E610000000000060317F52C0000000C077524440,1883,0101000020110F000019D5379B336B5FC19868906DC3EB5241,40.6442794799805,-73.9873886108398,Brooklyn,NB,New Building,321782932,3123389,NB,1193324,false,8063,12/7/2020,9/2/2021 12:00,1121,36 STREET,312,YATZIV CORP,RESIDENTIAL: APARTMENT HOUSES,3,6
0101000020E610000000000060B87852C000000080A3544440,2130,0101000020110F000084966B0635605FC1B754F09031EE5241,40.6612396240234,-73.8862533569336,Brooklyn,NB,New Building,302577021,3426033,NB,13046200,false,88150,8/5/2020,4/1/2021 12:00,760,VAN SICLEN AVENUE,305,TURNER CONSTRUCTION COMPA,EDUCATIONAL,5,
0101000020E6100000000000C0EA7152C000000020B7554440,2320,0101000020110F0000656F23B3A6545FC1CE44D72C66EF5241,40.6696510314941,-73.7799530029297,Queens,NB,New Building,421934526,4266456,NB,44400,false,300,1/31/2020,1/30/2021 12:00,155-11,137TH AVENUE,412,N/A,UTILITY / MISCELLANEOUS,1,0
0101000020E610000000000060D87652C000000020DD554440,2366,0101000020110F0000D70160B2055D5FC1A03DC5B990EF5241,40.6708106994629,-73.8569564819336,Queens,NB,New Building,421041866,4617796,NB,11840000,false,80000,4/9/2020,3/15/2021 12:00,78-15,LINDEN BLVD.,410,GREENSIDE CORP,MERCANTILE,4,0
0101000020E6100000000000A07A7B52C000000060665A4440,3495,0101000020110F0000F1F569A9E4645FC15BC78064A5F45241,40.7062492370605,-73.9293594360352,Brooklyn,NB,New Building,320724490,3251795,NB,765900,false,5175,9/21/2020,2/26/2021 12:00,95,GRATTAN STREET,301,KINGS COUNTY SERVICES INC,RESIDENTIAL: APARTMENT HOUSES,4,7
0101000020E610000000000040228052C0000000E0E15B4440,3824,0101000020110F0000602DBAC1CC6C5FC1D31BC09A4EF65241,40.717830657959,-74.0020904541016,Manhattan,A1,ALT 1 Enlargement,122703878,1002333,A1,2160000,true,0,6/8/2020,1/1/2021 12:00,80,WHITE STREET,101,JEPOL CONSTRUCTION INC,BUSINESS,6,1
0101000020E610000000000060098052C000000020225C4440,3876,0101000020110F000000D80981A26C5FC12CD6D59996F65241,40.7197914123535,-74.0005722045898,Manhattan,A1,ALT 1 Enlargement,122119803,1003038,A1,186677,true,18677,8/14/2020,9/1/2021 12:00,32,HOWARD STREET,102,CLUNE CONSTRUCTION CO LP,BUSINESS,6,
0101000020E610000000000060B67B52C0000000A055634440,5482,0101000020110F00001D8935274A655FC1418C3045A9FE5241,40.776050567627,-73.9330062866211,Queens,NB,New Building,421186362,4618329,NB,7908824,false,53438,7/4/2020,3/23/2021 12:00,26-02,4TH STREET,401,DASR CORP,RESIDENTIAL: APARTMENT HOUSES,7,46
0101000020E610000000000060D67352C0000000A0EF634440,5567,0101000020110F0000AB1838C6E9575FC1A78506FE55FF5241,40.7807502746582,-73.8099594116211,Queens,NB,New Building,421793394,4106910,NB,44400,false,300,8/19/2020,1/7/2021 12:00,151-56,20 AVE,407,TGC CONSTRUCTION INC,UTILITY / MISCELLANEOUS,1,
0101000020E610000000000080CF7552C00000008043644440,5613,0101000020110F000021E2A9C7435B5FC1E2AAB911B4FF5241,40.7833099365234,-73.8407897949219,Queens,NB,New Building,421599737,4596010,NB,10872228,false,73461,9/23/2020,9/12/2021 12:00,14-61,127 ST,407,SUPER A CONSTRUCTION INC,BUSINESS,6,87
0101000020E610000000000000D17C52C000000060A4664440,5792,0101000020110F0000FE9E5C382A675FC10E5AB51C5F025341,40.8018913269043,-73.9502563476562,Manhattan,NB,New Building,104354011,1090771,NB,754800,false,5100,2/20/2020,2/19/2021 12:00,113,LENOX AVENUE,110,CTI CONSTRUCTION INC,BUSINESS,3,
0101000020E610000000000080887B52C000000060C96A4440,6070,0101000020110F00003EE5D73AFC645FC1BBE4A4CF05075341,40.8342704772949,-73.9302062988281,Bronx,A1,ALT 1 Enlargement,220641517,2127146,A1,1600000,true,4797,7/30/2019,1/31/2021 12:00,180,WEST 165 STREET,204,ES BUILDERS GROUP LLC,EDUCATIONAL,6,
0101000020E6100000000000C0F87652C0000000E003714440,6352,0101000020110F0000898560B03C5D5FC103CD0C52040E5341,40.8829307556152,-73.8589324951172,Bronx,NB,New Building,220659286,2130468,NB,704480,false,4760,9/1/2020,8/25/2021 12:00,818,EAST 220 STREET,212,"TAN DEVELOPMENT, LLC",RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000040638F52C000000000EC3F4440,1,0101000020110F000098B9CDCAB5865FC12997BAF406D75241,40.4993896484375,-74.2404327392578,Staten Island,NB,New Building,520390256,5087863,NB,330780,false,2235,7/13/2020,3/9/2021 12:00,439,MANHATTAN STREET,503,TROY CONSTRUCTION OF NY I,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0538F52C0000000A0EE3F4440,2,0101000020110F0000209EC1769B865FC1EB2648E309D75241,40.4994697570801,-74.2394866943359,Staten Island,NB,New Building,520336306,5087670,NB,511932,false,3459,9/24/2020,8/6/2021 12:00,671,YETMAN AVE,503,"WAHLER PLACE,LLC",RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000204E8F52C0000000A0F03F4440,3,0101000020110F0000627BC5E891865FC16DE0211F0CD75241,40.4995307922363,-74.239143371582,Staten Island,NB,New Building,520219629,5165136,NB,556628,false,3761,3/11/2020,3/5/2021 12:00,712,ROCKAWAY STREET,503,EG ENTERPRISES NY INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
0101000020E6100000000000E0448F52C00000004017404440,4,0101000020110F00002F317C3282865FC122CF184337D75241,40.5007095336914,-74.2385787963867,Staten Island,A1,ALT 1 Enlargement,520220546,5087691,A1,150000,true,142,2/28/2020,1/31/2021 12:00,398,LORETTO STREET,503,NEW AGE CONTRACTING INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,1,1
0101000020E6100000000000606D8F52C00000008045404440,5,0101000020110F0000BB9193FDC6865FC11D5584EB6AD75241,40.5021209716797,-74.2410507202148,Staten Island,NB,New Building,520298516,5169689,NB,461020,false,3115,5/11/2020,2/20/2021 12:00,522,CLERMONT AVE,503,JRJ DEVELOPMENT LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000040C98E52C0000000A051404440,6,0101000020110F000090242C35B0855FC1B668817678D75241,40.5024909973145,-74.2310333251953,Staten Island,NB,New Building,500398367,5170443,NB,926332,false,6259,5/4/2020,5/4/2021 12:00,24,OTTAVIO PROMENADE,503,PINA DEVELOPEMENT LLC,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E610000000000060B68E52C0000000005F404440,7,0101000020110F00000CC1882590855FC1C711F06687D75241,40.5028991699219,-74.2298812866211,Staten Island,NB,New Building,500401807,5841213,NB,663040,false,4480,6/30/2020,4/30/2021 12:00,64,OTTAVIO PROMENADE,503,SAVOY DEVELOPMENT INC,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E610000000000020B18E52C00000004062404440,8,0101000020110F00006B6D9D3A87855FC1011A3E088BD75241,40.5029983520508,-74.2295608520508,Staten Island,NB,New Building,500401816,5848916,NB,926332,false,6259,6/30/2020,4/30/2021 12:00,74,OTTAVIO PROMENADE,503,SAVOY DEVELOPMENT INC,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E6100000000000C0C28E52C0000000A063404440,9,0101000020110F0000E173B32AA5855FC1361169918CD75241,40.5030403137207,-74.2306365966797,Staten Island,NB,New Building,500401825,5848912,NB,1305656,false,8822,7/9/2020,7/3/2021 12:00,43,OTTAVIO PROMENADE,503,CELLO BUILDERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040A68E52C00000008068404440,10,0101000020110F00000DF7B5C174855FC18CFF5E0392D75241,40.5031890869141,-74.2288970947266,Staten Island,NB,New Building,520314437,5164955,NB,1021644,false,6903,5/4/2020,5/4/2021 12:00,96,OTTAVIO PROMENADE,503,PINA DEVELOPEMENT LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000020C48E52C0000000C06B404440,11,0101000020110F0000A3C09B80A7855FC1010FAEA495D75241,40.503288269043,-74.2307205200195,Staten Island,NB,New Building,500397554,5848926,NB,573056,false,3872,5/4/2020,5/4/2021 12:00,55,LEONELLO LANE,503,PINA DEVELOPEMENT LLC,RESIDENTIAL 1-2 FAMILY HOUSES,2,1
0101000020E610000000000000AF8E52C0000000C070404440,12,0101000020110F00006E82939E83855FC12A74633A9BD75241,40.5034408569336,-74.2294311523438,Staten Island,NB,New Building,510033465,5863186,NB,920412,false,6219,5/4/2020,5/4/2021 12:00,81,OTTAVIO PROMENADE,503,PINA DEVELOPEMENT LLC,RESIDENTIAL 1-2 FAMILY HOUSES,2,1
0101000020E6100000000000A0C08E52C0000000A074404440,13,0101000020110F0000E388A98EA1855FC12C356A8E9FD75241,40.5035591125488,-74.2305068969727,Staten Island,NB,New Building,520313839,5168934,NB,1045028,false,7061,1/29/2020,1/26/2021 12:00,59,BELWOOD LOOP,503,MADONIA DEVELOPMENT CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000000A68E52C00000000075404440,14,0101000020110F0000A517005574855FC1C0B1A4F99FD75241,40.5035705566406,-74.2288818359375,Staten Island,NB,New Building,510033483,5863184,NB,1086024,false,7338,5/27/2020,2/16/2021 12:00,99,OTTAVIO PROMENADE,503,FAS BUILDING CORP,RESIDENTIAL 1-2 FAMILY HOUSES,3,1
0101000020E6100000000000E0209052C00000000076404440,15,0101000020110F0000AA2AACE3F7875FC1CB039617A1D75241,40.5036010742188,-74.2520065307617,Staten Island,A1,ALT 1 Enlargement,520202619,5088447,A1,150000,true,1485,8/12/2019,1/31/2021 12:00,161,SATTERLEE STREET,503,ROCK SOLID LANDSCAPE AND,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000080019052C0000000808F404440,16,0101000020110F00009C248398C2875FC1AFF02A93BDD75241,40.5043792724609,-74.2500915527344,Staten Island,NB,New Building,520359727,5171042,NB,491064,false,3318,3/2/2020,3/2/2021 12:00,123,CONNECTICUT STREET,503,J. SMITH CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000080019052C0000000808F404440,17,0101000020110F00009C248398C2875FC1AFF02A93BDD75241,40.5043792724609,-74.2500915527344,Staten Island,NB,New Building,520451840,5174691,NB,41884,false,283,7/9/2020,7/8/2021 12:00,123GAR,CONNECTICUT STREET,503,J. SMITH CONSTRUCTION INC,UTILITY / MISCELLANEOUS,1,
0101000020E610000000000060D28E52C00000000099404440,18,0101000020110F00000E7F1AB5BF855FC1CC36A92FC8D75241,40.5046691894531,-74.2315902709961,Staten Island,NB,New Building,520135862,5168936,NB,1601508,false,10821,7/7/2020,5/23/2021 12:00,17,BELVEDERE COURT,503,FAYZO MASONARY INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040019052C000000060A9404440,19,0101000020110F00003445CD2BC2875FC1CDA9107ADAD75241,40.5051689147949,-74.2500762939453,Staten Island,NB,New Building,520376236,5174461,NB,44400,false,300,6/26/2020,3/1/2021 12:00,99GAR,CONNECTICUT STREET,503,BRIDLE ESTATES INC,UTILITY / MISCELLANEOUS,1,
0101000020E610000000000040019052C000000060A9404440,20,0101000020110F00003445CD2BC2875FC1CDA9107ADAD75241,40.5051689147949,-74.2500762939453,Staten Island,NB,New Building,520376272,5174460,NB,547600,false,3700,6/26/2020,3/1/2021 12:00,99,CONNECTICUT STREET,503,BRIDLE ESTATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000C0019052C000000060AD404440,21,0101000020110F000005043905C3875FC1641FDDF1DED75241,40.5052909851074,-74.2501068115234,Staten Island,NB,New Building,520376245,5174459,NB,44400,false,300,6/26/2020,3/1/2021 12:00,93GAR,CONNECTICUT STREET,503,BRIDLE ESTATES INC,UTILITY / MISCELLANEOUS,1,
0101000020E6100000000000C0019052C000000060AD404440,22,0101000020110F000005043905C3875FC1641FDDF1DED75241,40.5052909851074,-74.2501068115234,Staten Island,NB,New Building,520376263,5174457,NB,44400,false,300,6/26/2020,3/1/2021 12:00,87GAR,CONNECTICUT STREET,503,BRIDLE ESTATES INC,UTILITY / MISCELLANEOUS,1,
0101000020E6100000000000C0019052C000000060AD404440,23,0101000020110F000005043905C3875FC1641FDDF1DED75241,40.5052909851074,-74.2501068115234,Staten Island,NB,New Building,520376281,5174458,NB,547600,false,3700,6/26/2020,3/1/2021 12:00,93,CONNECTICUT STREET,503,BRIDLE ESTATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000C0019052C000000060AD404440,24,0101000020110F000005043905C3875FC1641FDDF1DED75241,40.5052909851074,-74.2501068115234,Staten Island,NB,New Building,520376290,5174456,NB,547600,false,3700,6/26/2020,3/1/2021 12:00,87,CONNECTICUT STREET,503,BRIDLE ESTATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000E06B8F52C0000000E0B2404440,25,0101000020110F000043555071C4865FC1D41F9716E5D75241,40.5054588317871,-74.2409591674805,Staten Island,A1,ALT 1 Enlargement,520391308,5087986,A1,123000,true,595,10/8/2020,4/27/2021 12:00,474,SLEIGHT AVENUE,503,MAC CONTRACTING OF SI INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040818F52C0000000A0D7404440,26,0101000020110F0000E3720EC0E8865FC15F445D230ED85241,40.5065803527832,-74.2422637939453,Staten Island,NB,New Building,520368165,5171386,NB,627964,false,4243,6/9/2020,2/18/2021 12:00,390,YETMAN AVENUE,503,DIMOLA CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000000868F52C0000000A0D9404440,27,0101000020110F0000B0078ED1F0865FC1DC82465F10D85241,40.5066413879395,-74.2425537109375,Staten Island,NB,New Building,520368174,5171388,NB,627964,false,4243,6/9/2020,2/18/2021 12:00,394,YETMAN AVENUE,503,DIMOLA CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000040409052C0000000C0E2404440,28,0101000020110F0000B730D52E2D885FC1BF60A0901AD85241,40.5069198608398,-74.2539215087891,Staten Island,NB,New Building,520363464,5170535,NB,666000,false,4500,9/17/2020,3/20/2021 12:00,24,TOTTENVILLE PLACE,503,NICOLOSI BROS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000A0518F52C000000060E3404440,29,0101000020110F000023B3B7DA97865FC1E87B59431BD85241,40.5069389343262,-74.2393569946289,Staten Island,A1,ALT 1 Enlargement,520357328,5087809,A1,100000,true,586,7/30/2019,1/31/2021 12:00,317,GEORGE STREET,503,OMUNDSEN CONSTRUCTION COR,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000008E8F52C000000060E4404440,30,0101000020110F0000D6F44968FE865FC1127B4E611CD85241,40.5069694519043,-74.2430419921875,Staten Island,A1,ALT 1 Enlargement,540180034,5088026,A1,275710,true,3451,11/17/2020,4/3/2021 12:00,145,MANHATTAN STREET,503,A. FONTANA & SONS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000E0768F52C0000000C0E4404440,31,0101000020110F000056BB9220D7865FC1F35C8ACC1CD85241,40.5069808959961,-74.2416305541992,Staten Island,A1,ALT 1 Enlargement,520220387,5087981,A1,365624,true,1436,9/8/2020,2/15/2021 12:00,418,SLEIGHT AVENUE,503,JAMES KAUFMANN,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0F58F52C000000020F1404440,32,0101000020110F000003107AD9AE875FC1FB1B459F2AD85241,40.5073585510254,-74.249382019043,Staten Island,A1,ALT 1 Enlargement,520051363,5088365,A1,120000,true,819,6/25/2020,1/31/2021 12:00,16,ASPINWALL STREET,503,PRECISION BUILDERS GROUP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000080E98F52C00000008006414440,33,0101000020110F00002D5D4FD499875FC180F5AA7F42D85241,40.5080108642578,-74.2486267089844,Staten Island,A1,ALT 1 Enlargement,520451528,5088346,A1,340920,true,947,9/23/2020,5/23/2021 12:00,6,CARTERET STREET,503,FAYZO MASONARY INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000205C8E52C0000000000D414440,34,0101000020110F0000C2B510D9F6845FC17FA36BC249D85241,40.5082092285156,-74.2243728637695,Staten Island,NB,New Building,520365293,5087313,NB,820216,false,5542,7/14/2020,4/8/2021 12:00,6650,HYLAN BOULEVARD,503,SKEN SERVICES CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000A0578E52C00000008018414440,35,0101000020110F00005D004734EF845FC1E80EFF9A56D85241,40.5085601806641,-74.2240982055664,Staten Island,NB,New Building,520365300,5166299,NB,859288,false,5806,6/15/2020,4/8/2021 12:00,6630,HYLAN BOULEVARD,503,SKEN SERVICES CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000080A58F52C0000000A025414440,36,0101000020110F000073FD115326875FC1B084484465D85241,40.508960723877,-74.2444763183594,Staten Island,NB,New Building,500875323,5171442,NB,693676,false,4687,3/24/2020,3/24/2021 12:00,70,SUMMIT STREET,503,NORTHEAST RESTORATION COR,EDUCATIONAL,1,
0101000020E610000000000000D08F52C0000000C046414440,37,0101000020110F00004759D8836E875FC167DDF6448AD85241,40.5099716186523,-74.2470703125,Staten Island,A1,ALT 1 Enlargement,520358078,5089269,A1,101100,true,13398,3/6/2020,2/19/2021 12:00,217,MAIN STREET,503,MAXIMUM CONTRACTING INC,RESIDENTIAL: APARTMENT HOUSES,2,11
0101000020E6100000000000E0578F52C0000000C06C414440,38,0101000020110F000067847A78A2865FC181F5E9B7B4D85241,40.5111312866211,-74.2397384643555,Staten Island,A1,ALT 1 Enlargement,520381694,5087640,A1,273200,true,492,9/23/2020,4/5/2021 12:00,21,SPRAGUE AVENUE,503,AJC RENOVATIONS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000C0FE8E52C0000000207D414440,39,0101000020110F000077E634150B865FC108EAC402C7D85241,40.5116310119629,-74.2342987060547,Staten Island,NB,New Building,520043756,5151955,NB,701520,false,4740,11/20/2020,11/20/2021 12:00,101,BEDELL AVENUE,503,LT LAND DEVELOPMENT CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000C0F38E52C00000000082414440,40,0101000020110F00006480F265F8855FC1D08EE874CCD85241,40.5117797851562,-74.2336273193359,Staten Island,NB,New Building,520043774,5169173,NB,623080,false,4210,11/20/2020,11/20/2021 12:00,9,TUCCI COURT,503,LT LAND DEVELOPMENT CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000080BF8F52C0000000E088414440,41,0101000020110F00002BC0F47C52875FC1F9E90123D4D85241,40.5119895935059,-74.2460632324219,Staten Island,NB,New Building,520392931,5088868,NB,750804,false,5073,10/26/2020,8/18/2021 12:00,168,YETMAN AVENUE,503,MONELLO ENTERPRISES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000A0C08F52C0000000E08B414440,42,0101000020110F0000842D276654875FC1718BF17CD7D85241,40.5120811462402,-74.2461318969727,Staten Island,NB,New Building,520392922,5088867,NB,750804,false,5073,10/26/2020,8/18/2021 12:00,164,YETMAN AVENUE,503,MONELLO ENTERPRISES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040DB8F52C00000002090414440,43,0101000020110F0000C39ED09F81875FC141DE5A3CDCD85241,40.5122108459473,-74.2477569580078,Staten Island,NB,New Building,520385850,5174556,NB,514596,false,3477,6/4/2020,5/18/2021 12:00,132,JOHNSON AVE,503,J. MANGONE CONSTRUCTION,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000207C8F52C00000006090414440,44,0101000020110F0000F70E7E0BE0865FC1958DD983DCD85241,40.5122184753418,-74.2419509887695,Staten Island,A1,ALT 1 Enlargement,520363366,5089169,A1,290000,true,1275,8/15/2019,1/31/2021 12:00,240,FISHER AVENUE,503,RSF BUILDING CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
