the_geom,cartodb_id,the_geom_webmercator,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,job_type2,cost_estimate,enlargement_flag_yes_no,square_footage,permit_issuance_date,permit_expiration_date,job_location_house_number,job_location_street_name,community_board,applicant_business_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
0101000020E6100000000000405D8952C000000040304F4440,1280,0101000020110F0000F8EBCE8C7A7C5FC141368FF117E85241,40.6186599731445,-74.1463165283203,Staten Island,NB,New Building,520296046,5167143,NB,606800,false,4100,10/22/2020,4/1/2021 12:00,19,TUTTLE STREET,501,BLUE STAR GROUP LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000000BF7F52C0000000A0304F4440,1281,0101000020110F00004CB7AE2B246C5FC174F0F85C18E85241,40.6186714172363,-73.9960327148438,Brooklyn,A1,ALT 1 Enlargement,321718995,3156641,A1,64020,true,3043,12/10/2020,5/3/2021 12:00,1658,69 ST,311,GRAVITY CONSTRUCTION US I,RESIDENTIAL: APARTMENT HOUSES,4,3
0101000020E6100000000000A0668952C0000000E0304F4440,1282,0101000020110F0000DE2573798A7C5FC194C294A418E85241,40.6186790466309,-74.1468887329102,Staten Island,NB,New Building,520296055,5167142,NB,606800,false,4100,10/22/2020,4/1/2021 12:00,16,TUTTLE STREET,501,BLUE STAR GROUP LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000E0187F52C0000000E0314F4440,1283,0101000020110F0000D84E98FD096B5FC1751004C319E85241,40.618709564209,-73.9858932495117,Brooklyn,A1,ALT 1 Enlargement,322061424,3132885,A1,1187474,true,1354,7/22/2020,5/6/2021 12:00,1929,63 ST,311,FETTMAN DESIGN LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0CE7D52C0000000603A4F4440,1284,0101000020110F0000A158D073D9685FC1B680B74523E85241,40.618968963623,-73.9657516479492,Brooklyn,A1,ALT 1 Enlargement,320612208,3171977,A1,300375,true,1807,2/14/2020,2/13/2021 12:00,1233,EAST 9TH STREET,312,MBW CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000060DE7D52C0000000203B4F4440,1285,0101000020110F00001874DCC7F3685FC16B378B1C24E85241,40.6189918518066,-73.9666976928711,Brooklyn,NB,New Building,320847081,3171917,NB,1071520,false,7240,2/3/2020,2/1/2021 12:00,1235,EAST 8TH STREET,312,ACE MANAGEMENT NY LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000000B47C52C0000000003C4F4440,1286,0101000020110F00005763F3F5F8665FC101E82C1725E85241,40.6190185546875,-73.948486328125,Brooklyn,A1,ALT 1 Enlargement,321387165,3210196,A1,471240,true,1709,9/8/2020,4/2/2021 12:00,2624,AVENUE M,314,BNA SERVICES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0788252C0000000003E4F4440,1287,0101000020110F0000C16A855EC5705FC1284B0C5427E85241,40.6190795898438,-74.0386199951172,Brooklyn,A1,ALT 1 Enlargement,321965370,3155004,A1,438100,true,688,3/12/2020,2/21/2021 12:00,33,93RD STREET,310,SUPERB CONSTRUCTION MGT,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000080368052C0000000003E4F4440,1288,0101000020110F0000A5DD4527EF6C5FC1284B0C5427E85241,40.6190795898438,-74.0033264160156,Brooklyn,A1,ALT 1 Enlargement,322086728,3416347,A1,10035,true,200,9/14/2020,1/23/2021 12:00,1437 GAR,74 STREET,311,FIRST STAR CONSTRUCTION *,STORAGE: LOW HAZARD,1,
0101000020E6100000000000E0CE7E52C000000000404F4440,1289,0101000020110F000040FD4D4B8C6A5FC19AD0EB9029E85241,40.619140625,-73.9813766479492,Brooklyn,NB,New Building,321926751,3131942,NB,1364856,false,9222,10/29/2020,10/29/2021 12:00,2042,59 STREET,312,M.N.C. GENERAL CONTR CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060DE7A52C000000000404F4440,1290,0101000020110F000035866341DB635FC19AD0EB9029E85241,40.619140625,-73.9198226928711,Brooklyn,NB,New Building,321792128,3221332,NB,4284748,false,28951,2/11/2020,2/6/2021 12:00,5702,AVE N,318,"A.E. CONSTRUCTION, LLC",BUSINESS,2,
0101000020E6100000000000C0E18152C000000040414F4440,1291,0101000020110F0000A64E6AE1C46F5FC16E95F7F62AE85241,40.6191787719727,-74.0294036865234,Brooklyn,A1,ALT 1 Enlargement,321615374,3154591,A1,1160500,true,10080,7/24/2020,7/8/2021 12:00,405,91 STREET`,310,AXIUM CONSTRUCTION CORP,BUSINESS,2,
0101000020E610000000000080E78452C000000080474F4440,1292,0101000020110F0000FC4E3A2CE7745FC18D3633F531E85241,40.6193695068359,-74.0766296386719,Staten Island,A1,ALT 1 Enlargement,520370768,5043173,A1,290000,true,669,8/12/2020,12/16/2020 12:00,214,TOMPKINS AVENUE,501,KW DEVELOPMENT CONTRACTIN,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000807A7C52C0000000E0484F4440,1293,0101000020110F0000DDAA8C4A97665FC1A24E0D7F33E85241,40.6194114685059,-73.9449768066406,Brooklyn,A1,ALT 1 Enlargement,321770945,3210350,A1,679500,true,2084,11/4/2020,11/13/2021 12:00,3012,AVENUE M,318,M.N.C. GENERAL CONTR CORP,ASSEMBLY: OTHER,2,
0101000020E610000000000020098052C000000020494F4440,1294,0101000020110F000097F85314A26C5FC1C054A9C633E85241,40.6194190979004,-74.0005569458008,Brooklyn,NB,New Building,302585343,3157760,NB,849816,false,5742,4/8/2020,4/1/2021 12:00,1506,71 STREET,311,CALCEDO CONSTRUCTION CORP,EDUCATIONAL,1,
0101000020E610000000000020EA8052C0000000204D4F4440,1295,0101000020110F00004966B943206E5FC190FF694038E85241,40.6195411682129,-74.014289855957,Brooklyn,A1,ALT 1 Enlargement,321635343,3162968,A1,160000,true,910,9/24/2020,1/6/2021 12:00,1124,80TH STREET,310,PRIMO DESIGN & CONSTRUCTI,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000200A7A52C0000000C0504F4440,1296,0101000020110F0000779A39BA72625FC1E510C14E3CE85241,40.6196517944336,-73.906867980957,Brooklyn,A1,ALT 1 Enlargement,321983546,3237691,A1,250000,true,940,1/30/2020,1/29/2021 12:00,2115,EAST 71 STREET,318,TRI CONTRACTING INC,"ASSEMBLY: THEATERS, CONCERT HALLS",2,
0101000020E610000000000080CC8152C0000000A0534F4440,1297,0101000020110F0000BD2007C9A06F5FC1CC3944863FE85241,40.6197395324707,-74.0281066894531,Brooklyn,NB,New Building,321385620,3154221,NB,6738588,false,45531,12/7/2020,4/1/2021 12:00,8902,5TH AVENUE,310,MJM ASSOCIATES CONSTR LLC,BUSINESS,6,
0101000020E610000000000000FA7E52C0000000A0534F4440,1298,0101000020110F00009C07DB8BD56A5FC1CC3944863FE85241,40.6197395324707,-73.9840087890625,Brooklyn,A1,ALT 1 Enlargement,321943180,3132214,A1,393000,true,1282,11/10/2020,4/1/2021 12:00,1950,60 STREET,312,ALROSE CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000080B77E52C000000000544F4440,1299,0101000020110F000059E4E096646A5FC1C065AEF13FE85241,40.6197509765625,-73.9799499511719,Brooklyn,A1,ALT 1 Enlargement,321751403,3131265,A1,650000,true,2475,12/1/2020,12/21/2020 12:00,2061,58 STREET,312,STRUCC BUILDERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000A02A7D52C0000000A0544F4440,1300,0101000020110F0000C1FB0D75C2675FC1B0B1B4A440E85241,40.6197700500488,-73.9557266235352,Brooklyn,NB,New Building,322012674,3180741,NB,4111588,false,27781,12/7/2020,12/7/2021 12:00,1730,OCEAN AVE,314,JACOBS DEVELOPMENT CORPOR,RESIDENTIAL: APARTMENT HOUSES,7,35
0101000020E6100000000000C0AB7E52C0000000A0554F4440,1301,0101000020110F00000AE07CA1506A5FC1283225C341E85241,40.619800567627,-73.9792327880859,Brooklyn,A1,ALT 1 Enlargement,321819065,3131253,A1,357429,true,283,3/20/2020,3/19/2021 12:00,5702,21 AVENUE,312,M-A-C-HOME DESIGN AND CON,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060C87E52C0000000E0554F4440,1302,0101000020110F0000934CD540816A5FC19B53C10A42E85241,40.6198081970215,-73.9809799194336,Brooklyn,A1,ALT 1 Enlargement,321490819,3131572,A1,226200,true,0,2/14/2020,2/13/2021 12:00,2036,58 STREET,312,UPPERLEVEL CONSTRUCTION,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000000627F52C0000000E0594F4440,1303,0101000020110F00007E126633866B5FC1CAB3838446E85241,40.619930267334,-73.9903564453125,Brooklyn,A1,ALT 1 Enlargement,321186621,3133495,A1,550000,true,5081,2/28/2020,1/8/2021 12:00,1766,64 STREET,311,JABBIE INDUSTRIES INCORP*,RESIDENTIAL: APARTMENT HOUSES,4,5
0101000020E610000000000060B77952C0000000C05D4F4440,1304,0101000020110F000080BD112BE6615FC1D28378DA4AE85241,40.6200485229492,-73.9018173217773,Brooklyn,A1,ALT 1 Enlargement,321383409,3238037,A1,701000,true,2020,2/20/2020,2/12/2021 12:00,2220,BERGEN AVENUE,318,ROCKY D.CONSTRUCTION COR,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000803D7F52C0000000205E4F4440,1305,0101000020110F000085A8AC33486B5FC153D0E2454BE85241,40.620059967041,-73.9881286621094,Brooklyn,A1,ALT 1 Enlargement,321194168,3132838,A1,110065,true,436,8/8/2019,1/31/2021 12:00,1825,63RD STREET,311,GCB INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000E0EE7C52C0000000205E4F4440,1306,0101000020110F0000936842F75C675FC153D0E2454BE85241,40.620059967041,-73.9520797729492,Brooklyn,A1,ALT 1 Enlargement,321191170,3254432,A1,554750,true,745,2/19/2020,2/18/2021 12:00,1249,EAST 23RD STREET,314,PALACE HOUSING CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0298052C000000020614F4440,1307,0101000020110F0000B25B0A7FD96C5FC1DB5F35A14EE85241,40.6201515197754,-74.0025482177734,Brooklyn,NB,New Building,321557089,3424683,NB,746216,false,5042,11/17/2020,5/1/2021 12:00,1436,72ND STREET,311,URBAN CONSTRUCTION & MANA,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000040F47E52C000000060614F4440,1308,0101000020110F000029F583C7CB6A5FC1F699D1E84EE85241,40.6201591491699,-73.9836578369141,Brooklyn,A1,ALT 1 Enlargement,321280797,3131913,A1,1600000,true,152,9/9/2020,8/13/2021 12:00,1947,60 STREET,312,BH GENERAL CONTRACTING IN,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000E0A97E52C000000060614F4440,1309,0101000020110F000075D428724D6A5FC1F699D1E84EE85241,40.6201591491699,-73.979118347168,Brooklyn,NB,New Building,321372279,3130999,NB,1210640,false,8180,2/5/2020,2/16/2021 12:00,2073,57 ST,312,Y&M HOME BUILDERS INC,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000402A8052C0000000C0614F4440,1310,0101000020110F0000841A7658DA6C5FC124F23B544FE85241,40.6201705932617,-74.0025787353516,Brooklyn,NB,New Building,321557070,3424682,NB,754060,false,5095,11/17/2020,5/1/2021 12:00,1434,72ND STREET,311,URBAN CONSTRUCTION & MANA,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000C0BA7E52C000000060634F4440,1311,0101000020110F0000B13C1D1C6A6A5FC1277EB32551E85241,40.6202201843262,-73.9801483154297,Brooklyn,NB,New Building,321207065,3418441,NB,1002848,false,6776,12/20/2019,12/19/2020 12:00,2044,57TH ST,312,ROYAL HOME IMPROVEMENTS I,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0F37D52C000000000654F4440,1312,0101000020110F0000B7919A1618695FC1CF202BF752E85241,40.6202697753906,-73.9680023193359,Brooklyn,A1,ALT 1 Enlargement,321664953,3171410,A1,498660,true,1442,2/27/2020,2/26/2021 12:00,1261,EAST 7 STREET,312,G BUILDERS MANAGEMENT INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000002A7A52C000000000674F4440,1313,0101000020110F0000575FCEDEA8625FC12E430D3455E85241,40.6203308105469,-73.9088134765625,Brooklyn,NB,New Building,302312931,3850024,NB,453768,false,3066,3/27/2020,3/27/2021 12:00,7007,VETERANS AVENUE,318,COUNTY CONSTRUCTION CORP,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E610000000000000287A52C000000000674F4440,1314,0101000020110F00000D641F79A5625FC12E430D3455E85241,40.6203308105469,-73.90869140625,Brooklyn,NB,New Building,302312940,3850025,NB,453768,false,3066,3/27/2020,3/27/2021 12:00,7013,VETERANS AVENUE,318,COUNTY CONSTRUCTION CORP,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E6100000000000A0057E52C000000040674F4440,1315,0101000020110F00009577667336695FC1E389A97B55E85241,40.6203384399414,-73.9690933227539,Brooklyn,A1,ALT 1 Enlargement,321193962,3171362,A1,663000,true,3956,10/30/2020,11/13/2021 12:00,1161,OCEAN PARKWAY,312,M.N.C. GENERAL CONTR CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000802C7F52C0000000A0674F4440,1316,0101000020110F000096505D532B6B5FC1F5F413E755E85241,40.6203498840332,-73.9870910644531,Brooklyn,A1,ALT 1 Enlargement,321280779,3132503,A1,345945,true,401,9/12/2019,1/31/2021 12:00,1843,62 STREET,311,GCB INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000060228152C000000000684F4440,1317,0101000020110F0000B5C192CF7F6E5FC138617E5256E85241,40.620361328125,-74.0177230834961,Brooklyn,A1,ALT 1 Enlargement,322051202,3151894,A1,100000,true,200,11/24/2020,11/22/2021 12:00,8117,10TH AVE,310,ZIA BUILDERS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000080C18052C0000000406A4F4440,1318,0101000020110F000009164742DB6D5FC12F04FDD658E85241,40.6204299926758,-74.0118103027344,Brooklyn,NB,New Building,321185971,3161090,NB,790320,false,5340,8/20/2019,1/31/2021 12:00,1165,78TH STREET,310,DHC CONTRACTING INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000060D37D52C0000000A06A4F4440,1319,0101000020110F0000050E9A18E1685FC1E478674259E85241,40.6204414367676,-73.9660263061523,Brooklyn,NB,New Building,321770810,3171499,NB,777444,false,5253,5/28/2019,1/31/2021 12:00,1169,EAST 9 STREET,312,MAZCO CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000000068552C0000000E06B4F4440,1320,0101000020110F000019C7E6FA1A755FC1A80675A85AE85241,40.6204795837402,-74.0784912109375,Staten Island,A1,ALT 1 Enlargement,520316827,5014253,A1,160000,true,400,10/16/2019,12/31/2020 12:00,155,PINE PLACE,501,ZAIM CONTRACTOR CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040FA7F52C0000000E06C4F4440,1321,0101000020110F0000A68B0ED0886C5FC1854EE6C65BE85241,40.6205101013184,-73.9996490478516,Brooklyn,NB,New Building,320910902,3156583,NB,4102412,false,27719,10/23/2020,10/23/2021 12:00,6915,15TH AVENUE,311,BWT CONSTRUCTION CORP,RESIDENTIAL: APARTMENT HOUSES,4,18
0101000020E610000000000020BE7D52C0000000E06C4F4440,1322,0101000020110F00001AE03600BD685FC1854EE6C65BE85241,40.6205101013184,-73.964729309082,Brooklyn,NB,New Building,320910181,3425665,NB,31861440,false,215280,10/23/2020,10/23/2021 12:00,1508,CONEY ISLAND AVENUE,312,ADASS INC,BUSINESS,10,
0101000020E6100000000000C02C7F52C000000060734F4440,1323,0101000020110F0000FF2F13C02B6B5FC19E72C70C63E85241,40.6207084655762,-73.9871063232422,Brooklyn,A1,ALT 1 Enlargement,321139816,3132474,A1,168000,true,884,8/4/2020,6/26/2021 12:00,1836,61 STREET,311,YELLOW HAT CONSTRUCTION I,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000020C58152C000000000764F4440,1324,0101000020110F00001FE21142946F5FC15D8AB1FC65E85241,40.6207885742188,-74.0276565551758,Brooklyn,A1,ALT 1 Enlargement,321615365,3153761,A1,225000,true,16312,10/14/2020,4/20/2021 12:00,437,88 STREET,310,EXOTIC DESIGN & WIRE LLC,BUSINESS,4,
0101000020E6100000000000E04C8052C000000000774F4440,1325,0101000020110F0000E978DB28156D5FC10F29231B67E85241,40.6208190917969,-74.0046920776367,Brooklyn,A1,ALT 1 Enlargement,321590042,3158299,A1,483780,true,1278,9/21/2020,1/27/2021 12:00,1353,73 STREET,310,H&Z BUILDING CONSULTING I,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040BE7E52C000000060774F4440,1326,0101000020110F000071740F0E706A5FC1C6C68D8667E85241,40.6208305358887,-73.9803619384766,Brooklyn,NB,New Building,321560510,3428558,NB,851444,false,5753,9/4/2020,4/4/2021 12:00,2019,57TH STREET,312,DOUBLE M CONSTRUCTION INC,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000A0627C52C0000000407C4F4440,1327,0101000020110F000023D3B3BC6E665FC1DE36F8FA6CE85241,40.620979309082,-73.9435195922852,Brooklyn,A1,ALT 1 Enlargement,320912278,3209689,A1,633680,true,2402,12/2/2020,3/22/2021 12:00,1251,EAST 32ND STREET,318,INGENUITY CONSTRUCTION CO,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040E57D52C000000080824F4440,1328,0101000020110F0000E4F36575FF685FC1643240F973E85241,40.6211700439453,-73.9671173095703,Brooklyn,A1,ALT 1 Enlargement,321942485,3171466,A1,579200,true,1969,11/30/2020,12/27/2021 12:00,1147,EAST 8 STREET,312,PALACE HOUSING CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060DF7D52C000000080844F4440,1329,0101000020110F0000BDF1B37AF5685FC1C24E243676E85241,40.6212310791016,-73.9667587280273,Brooklyn,A1,ALT 1 Enlargement,321974048,3171436,A1,992000,true,1665,11/10/2020,1/14/2021 12:00,1134,EAST 9 STREET,312,CEDARS CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000080DF7D52C0000000C0874F4440,1330,0101000020110F000070E10EB1F5685FC1044617D979E85241,40.6213302612305,-73.9667663574219,Brooklyn,A1,ALT 1 Enlargement,321943162,3171435,A1,842173,true,723,10/22/2020,4/22/2021 12:00,1130,EAST 9 STREET,312,ADASS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000020227D52C0000000608B4F4440,1331,0101000020110F0000C94FE604B4675FC1E87575E77DE85241,40.6214408874512,-73.955207824707,Brooklyn,NB,New Building,321684762,3208313,NB,4935208,false,33346,9/24/2020,9/1/2021 12:00,1673,OCEAN AVE,314,YM PRO CORP,RESIDENTIAL: APARTMENT HOUSES,8,49
0101000020E6100000000000E0F67F52C0000000008C4F4440,1332,0101000020110F00009B437714836C5FC1A5EA7C9A7EE85241,40.6214599609375,-73.9994430541992,Brooklyn,A1,ALT 1 Enlargement,321191857,3143291,A1,1057000,true,5056,6/10/2020,2/21/2021 12:00,6812,15 AVENUE,311,SUPERB CONSTRUCTION MGT,RESIDENTIAL: APARTMENT HOUSES,3,5
0101000020E6100000000000E0427F52C0000000008E4F4440,1333,0101000020110F0000D9EBF254516B5FC1F9A961D780E85241,40.6215209960938,-73.9884567260742,Brooklyn,NB,New Building,321176348,3426352,NB,1441076,false,9737,2/4/2020,2/3/2021 12:00,1770,61ST STREET,311,MILLENNIUM BUILDERS &.DEV,RESIDENTIAL: APARTMENT HOUSES,3,6
0101000020E610000000000020017F52C0000000008F4F4440,1334,0101000020110F0000D2661AA6E16A5FC17D16D4F581E85241,40.6215515136719,-73.9844436645508,Brooklyn,A1,ALT 1 Enlargement,321619904,3253296,A1,659000,true,1859,10/21/2020,10/19/2021 12:00,1883,59 STREET,312,GLOBAL HOME IMPROVEMENTS,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C00B7E52C0000000E0904F4440,1335,0101000020110F00002659CEDA40695FC118B9EA0E84E85241,40.6216087341309,-73.9694671630859,Brooklyn,A1,ALT 1 Enlargement,321422723,3171322,A1,2,true,8022,10/30/2020,11/13/2021 12:00,1101,OCEAN PARKWAY,312,M.N.C. GENERAL CONTR CORP,ASSEMBLY: OTHER,4,
0101000020E610000000000020C78752C000000080924F4440,1336,0101000020110F00002CB9B2B4C8795FC1DFD564E085E85241,40.6216583251953,-74.1215286254883,Staten Island,A1,ALT 1 Enlargement,520391255,5008784,A1,230250,true,460,7/27/2020,7/24/2021 12:00,233,MARTLING AVE,501,OMUNDSEN CONSTRUCTION COR,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000C0667D52C000000020954F4440,1337,0101000020110F00000A5EEA9528685FC15BAA51D088E85241,40.6217384338379,-73.9593963623047,Brooklyn,A1,ALT 1 Enlargement,302578020,3812050,A1,2400000,true,700,4/7/2020,4/1/2021 12:00,1124,EAST 17TH STREET,314,IANNELLI CONSTRUCTION CO,EDUCATIONAL,3,
0101000020E610000000000060017F52C0000000C09A4F4440,1338,0101000020110F00003A46D012E26A5FC11814971B8FE85241,40.6219100952148,-73.9844589233398,Brooklyn,A1,ALT 1 Enlargement,321671188,3131505,A1,340508,true,1283,10/17/2020,10/17/2021 12:00,1874,58 ST,312,SUPREME CONSTRUCTION OF N,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000807A8852C0000000C09B4F4440,1339,0101000020110F000066627064F97A5FC1F7ED093A90E85241,40.621940612793,-74.1324768066406,Staten Island,A1,ALT 1 Enlargement,520339964,5011249,A1,200000,true,3156,9/18/2020,1/28/2021 12:00,608,JEWETT AVENUE,501,D.C.F. CONTRACTING INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000A06D7A52C0000000609C4F4440,1340,0101000020110F0000F4EFFABC1B635FC17FBA11ED90E85241,40.6219596862793,-73.9129409790039,Brooklyn,NB,New Building,321587617,3422072,NB,284604,false,1923,6/5/2020,6/5/2021 12:00,6815,AVENUE N,318,SLATER ASSOCIATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000601C7F52C0000000609D4F4440,1341,0101000020110F000098868AEF0F6B5FC14EA2840B92E85241,40.6219902038574,-73.9861068725586,Brooklyn,NB,New Building,321082877,3131827,NB,1391792,false,9404,12/20/2019,12/19/2020 12:00,1828,59 STREET,312,ROYAL HOME IMPROVEMENTS I,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000406C7A52C0000000C09D4F4440,1342,0101000020110F000032A3126719635FC175BBEF7692E85241,40.6220016479492,-73.9128570556641,Brooklyn,NB,New Building,321587626,3422071,NB,284604,false,1923,6/5/2020,6/5/2021 12:00,6817,AVENUE N,318,SLATER ASSOCIATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000600D7E52C0000000009F4F4440,1343,0101000020110F000051856C9D43695FC14B6DFFDC93E85241,40.6220397949219,-73.9695663452148,Brooklyn,NB,New Building,321422091,3849006,NB,1315276,false,8887,10/29/2020,10/29/2021 12:00,607,AVENUE K,312,M.N.C. GENERAL CONTR CORP,ASSEMBLY: OTHER,2,
0101000020E6100000000000206B7A52C0000000009F4F4440,1344,0101000020110F0000D835E07D17635FC14B6DFFDC93E85241,40.6220397949219,-73.9127883911133,Brooklyn,NB,New Building,321587653,3422070,NB,284604,false,1923,6/5/2020,6/5/2021 12:00,6821,AVENUE N,318,SLATER ASSOCIATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000E0697A52C0000000A0A04F4440,1345,0101000020110F0000CBD8525E15635FC1EE4E7AAE95E85241,40.6220893859863,-73.912712097168,Brooklyn,NB,New Building,321587662,3422069,NB,284604,false,1923,6/5/2020,6/5/2021 12:00,6823,AVENUE N,318,SLATER ASSOCIATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000C06D7A52C000000040A24F4440,1346,0101000020110F0000A9DF55F31B635FC13747F57F97E85241,40.6221389770508,-73.9129486083984,Brooklyn,NB,New Building,321587635,3422067,NB,325748,false,2201,6/5/2020,6/5/2021 12:00,1368,EAST 69 STREET,318,SLATER ASSOCIATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000A06E7A52C0000000E0A34F4440,1347,0101000020110F0000986DD26F1D635FC12556705199E85241,40.6221885681152,-73.9130020141602,Brooklyn,NB,New Building,321587644,3422068,NB,325748,false,2201,6/5/2020,6/5/2021 12:00,1366,EAST 69 STREET,318,SLATER ASSOCIATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000080088752C0000000E0A74F4440,1348,0101000020110F000076CAFCE884785FC12E2A3DCB9DE85241,40.6223106384277,-74.1098937988281,Staten Island,A1,ALT 1 Enlargement,520384174,5007972,A1,500,true,390,3/17/2020,3/17/2021 12:00,116,HARTFORD AVENUE,501,N/A,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000000D28752C0000000C0AE4F4440,1349,0101000020110F00008A2F9A2DDB795FC13977967CA5E85241,40.6225204467773,-74.1221923828125,Staten Island,A1,ALT 1 Enlargement,520392913,5008851,A1,324395,true,1393,3/27/2020,3/27/2021 12:00,22,KINGSLEY AVENUE,501,BRADLEY ASSOCIATES OF SI,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0FA7D52C0000000C0AE4F4440,1350,0101000020110F000037017FFA23695FC13977967CA5E85241,40.6225204467773,-73.9684295654297,Brooklyn,NB,New Building,321983608,3171172,NB,1053168,false,7116,8/17/2020,8/15/2021 12:00,1169,EAST 7 STREET,312,MASTER BUILDERS CONSTRUCT,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040327E52C000000060AF4F4440,1351,0101000020110F000069BE364082695FC196A99E2FA6E85241,40.6225395202637,-73.9718170166016,Brooklyn,A1,ALT 1 Enlargement,321591764,3131046,A1,372400,true,938,10/8/2020,1/10/2021 12:00,1164,EAST 5 STREET,312,TWO BRIDGES HOME IMPROVEM,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000000338052C000000060B14F4440,1352,0101000020110F0000E5A55335E96C5FC1B9C7856CA8E85241,40.6226005554199,-74.0031127929688,Brooklyn,NB,New Building,321448135,3156523,NB,1030080,false,6960,3/13/2020,2/19/2021 12:00,1345,70TH STREET,310,TJAR GROUP CORP,RESIDENTIAL: APARTMENT HOUSES,3,3
