ISN_DOB_BIS_VIOL,BORO,BLOCK,LOT,ISSUE_DATE,VIOLATION_TYPE_CODE,VIOLATION_NUMBER,HOUSE_NUMBER,STREET,DISPOSITION_DATE,DISPOSITION_COMMENTS,VIOLATION_CATEGORY,VIOLATION_TYPE
2460679,3,1706,49,20200130,C,03AA02,1,JEWEL MCCOY LANE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2446883,3,1706,49,20200130,C,0303AA,1,JEWELL MCKOY LANE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443399,4,735,6,20200130,C,CER01JW,49-01,NORTHERN BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443434,1,1400,69,20200130,C,20-00252,635,PARK AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443718,4,12647,9,20200129,C,CER02DE,191-20,119 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446907,3,6515,24,20200129,C,1203GB,1064,EAST 3 STREET,20200622,"DISMISSED, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2443093,3,3172,1,20200129,C,CN04RA02,141,EVERGREEN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443031,3,282,50,20200129,C,CC06RM02,350,HICKS STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2442984,3,5153,68,20200128,C,CER01SM,751,CONEY ISLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445735,4,15682,30,20200128,C,335241,14-44,GRANADA PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445736,4,15682,30,20200128,C,335243,14-44,GRANADA PLACE,,,VW-VIOLATION WORK WITHOUT PERMIT - ACTIVE,C-CONSTRUCTION
2442973,5,500,22,20200128,C,20-00250,121,VANDUZER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443366,5,1179,12,20200128,C,20-00247,31,WESTBROOK AVENUE,20200625,OK TO DISMISS,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442564,4,10558,16,20200127,C,20-00244,90-39,208 STREET,20200508,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442751,3,186,57,20200127,C,CER01FC,539,PACIFIC STREET,20200716,OK TO DISMISS. VACATE RESCINDED 6/17/20,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2443374,4,10277,25,20200126,C,CER01DY,110-04,179 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442575,4,8260,2,20200126,C,CEN01DB,45-09,LITTLE NECK PARKWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442574,3,4054,22,20200126,C,CNE01MR,1080,SUTTER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442584,4,4633,38,20200125,C,C0705XZ,146-33,21 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442581,4,626,149,20200125,C,C0101XZ,30-10,35 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442559,1,893,79,20200125,C,0602DA,120,EAST 38 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442560,1,1374,46,20200125,C,0803DA,26,EAST 60 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442580,4,10155,69,20200125,C,C1204XZ,165-25,LIBERTY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442572,3,1670,53,20200125,C,CER02JG,347,MACDONOUGH STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442571,3,1874,1,20200125,C,CER01ND,275,PARK AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442568,1,436,42,20200125,C,CER01JG,109,ST MARKS PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442558,1,805,94,20200125,C,0501DA,150,WEST 30 STREET,20200702,OK TO DISMISSED SWO RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2443034,4,6256,32,20200124,C,CN1101DT,39-30,220 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442591,1,1616,36,20200124,C,E11102JT,94,EAST 111 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442593,1,1616,39,20200124,C,E11101JT,88,EAST 111 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446922,3,6759,42,20200124,C,1405GB,1586,EAST 13 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442435,1,179,61,20200124,C,20-00240,149,FRANKLIN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442569,3,6672,6,20200124,C,CER03ND,142,HIGHLAWN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445451,1,200,1,20200124,C,FEU10301PN,70,MULBERRY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447521,2,3800,54,20200124,C,CER01EP,1103,OLMSTEAD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442484,1,142,7501,20200124,C,20-00242,101,WARREN STREET,20200821,OK TO DISMISSED DOB VIOLATION BORO COMM.SWO RESCINDED 6/22/2020,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442417,1,1269,41,20200123,C,0501MR,680,5 AVENUE,20200702,OK TO DISMISSED. SWO RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442408,4,3168,13,20200123,C,20-00235,98-30,67 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442211,4,2994,65,20200123,C,20-00239,63-35,82 PLACE,20200319,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2443033,3,8715,33,20200123,C,CN1301DT,1089,BRIGHTON BEACH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445737,2,5724,685,20200123,C,FEU20801FF,601,KAPPOCK STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446745,2,5724,685,20200123,C,FEU20802FF,601,KAPPOCK STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442419,1,277,2,20200123,C,0301DA,77,MADISON STREET,20200702,OK TO DISMISSED. SWO RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2443045,3,3288,5,20200123,C,CN0403RA,1419,MYRTLE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443069,3,3288,5,20200123,C,CN0401RA,1419,MYRTLE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442188,1,2221,30,20200123,C,20-00236,74,POST AVENUE,20200714,OK TO DIS MISS BORO. COMMISSONER SWO    RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442189,1,2144,29,20200123,C,20-00234,611,WEST 177 STREET,20200702,OK TO DISMISSED. SWO RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442406,1,2144,29,20200123,C,20-00233,611,WEST 177 STREET,20200702,OK TO DISMISSED. SWO RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2446736,4,12212,50,20200122,C,FEU41202PN,150-33,121 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446017,4,12212,48,20200122,C,FEU41203PN,150-37 GAR,121 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446926,3,5693,18,20200122,C,1202KG,832,57 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446925,3,5693,18,20200122,C,1201KG,832,57 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445730,2,5724,685,20200122,C,FEU20801FF,601,KAPPOCK STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442590,3,6583,64,20200122,C,E1202DG,1689,MCDONALD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442592,3,6583,64,20200122,C,E1201DG,1689,MCDONALD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441828,1,2240,6,20200122,C,20-00227,121,SEAMAN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446923,3,7085,96,20200122,C,1103KG,126,VAN SICKLEN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446924,3,7085,96,20200122,C,1104KG,126,VAN SICKLEN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441666,4,4503,19,20200121,C,20-00221,149-34,11 AVENUE,20200319,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441650,4,10343,256,20200121,C,20-00220,107-15,180 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441649,3,2090,58,20200121,C,20-00217,248,ADELPHI STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441855,2,5724,685,20200121,C,20-00225,601,KAPPOCK STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464047,5,6893,29,20200121,C,FEU50317BS,94,RAMAPO AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464013,5,6893,40,20200121,C,FEU50310BS,78,RAMAPO AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464009,5,6893,42,20200121,C,FEU50309BS,76,RAMAPO AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464024,5,6893,36,20200121,C,FEU50313BS,86,RAMAPO AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464018,5,6893,39,20200121,C,FEU50311BS,80,RAMAPO AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464002,5,6893,45,20200121,C,FEU50307BS,72,RAMAPO AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464029,5,6893,34,20200121,C,FEU50314BS,88,RAMAPO AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464055,5,6893,28,20200121,C,FEU50318BS,96,RAMAPO AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464082,5,6883,28,20200121,C,FEU50328BS,801,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464083,5,6883,29,20200121,C,FEU50329BS,803,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464074,5,6883,23,20200121,C,FEU50324BS,791,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464173,5,6883,32,20200121,C,FEU50331BS,809,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464077,5,6883,25,20200121,C,FEU50326BS,795,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464064,5,6883,18,20200121,C,FEU50320BS,781,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464070,5,6883,20,20200121,C,FEU50322BS,785,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464066,5,6883,19,20200121,C,FEU50321BS,783,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464076,5,6883,24,20200121,C,FEU50325BS,793,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464061,5,6883,17,20200121,C,FEU50319BS,779,RATHBUN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464679,5,6884,21,20200121,C,FEU50379BS,827,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464472,5,6884,24,20200121,C,FEU50357BS,833,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464634,5,6887,46,20200121,C,FEU50368BS,867,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446318,5,6884,22,20200121,C,FEU50301BS,829,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446542,5,6884,20,20200121,C,FEU50303BS,825,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464632,5,6887,44,20200121,C,FEU50366BS,863,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464631,5,6887,43,20200121,C,FEU50365BS,861,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464650,5,6884,18,20200121,C,FEU50376BS,821,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464669,5,6884,19,20200121,C,FEU50377BS,823,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464645,5,6887,52,20200121,C,FEU50374BS,881,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464641,5,6887,50,20200121,C,FEU50372BS,877,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464673,5,6884,20,20200121,C,FEU50378BS,825,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464630,5,6887,42,20200121,C,FEU50364BS,859,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446552,5,6884,16,20200121,C,FEU50306BS,819,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446543,5,6884,19,20200121,C,FEU50304BS,823,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464624,5,6884,29,20200121,C,FEU50362BS,843,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464647,5,6884,16,20200121,C,FEU50375BS,819,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464644,5,6887,51,20200121,C,FEU50373BS,879,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464633,5,6887,45,20200121,C,FEU50367BS,865,RENSSELAER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464210,5,6888,46,20200121,C,FEU50349BS,851,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464180,5,6884,142,20200121,C,FEU50334BS,815,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464186,5,6884,144,20200121,C,FEU50336BS,819,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464197,5,6884,149,20200121,C,FEU50340BS,829,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464209,5,6888,45,20200121,C,FEU50348BS,849,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464177,5,6884,141,20200121,C,FEU50333BS,811,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464206,5,6888,43,20200121,C,FEU50346BS,845,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464198,5,6884,150,20200121,C,FEU50341BS,831,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464201,5,6884,152,20200121,C,FEU50343BS,835,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464365,5,6888,52,20200121,C,FEU50355BS,865,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464357,5,6888,49,20200121,C,FEU50352BS,859,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464359,5,6888,51,20200121,C,FEU50354BS,863,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2464208,5,6888,44,20200121,C,FEU50347BS,847,SHELDON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443074,2,4226,70,20200121,C,CN1101AJ,1200,WATERS PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441580,1,1342,51,20200119,C,CNE01KC,936,2 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441576,4,11429,1,20200118,C,20-00202,82-12,151 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442212,4,395,10,20200118,C,C0109JL,39-31,24 STREET,20200211,"OK TO DISMISS, BC RESCIND LETTER ISSUED  2/07/20",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442202,4,4957,23,20200118,C,C0709XZ,139-09,34 ROAD,20200319,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442443,4,191,35,20200118,C,C0203JL,43-28,39 PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442145,4,2988,26,20200118,C,20-00213,63-34,78 STREET,20200319,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441572,1,1855,50,20200118,C,20-00204,891,AMSTERDAM AVENUE,20200716,OK TO DISMISSED THE SWO HAS BEEN N      RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441575,4,15774,98,20200118,C,20-00194,24-18,DEERFIELD ROAD,20200220,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441629,1,1487,12,20200118,C,0806HZ,515,EAST 75 STREET,20200312,OK TO DISMISS DOB VIOLATION. SWO RESCINDED BY THE BOROUGH COMMISSIONER.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441621,1,1533,129,20200118,C,0803HZ,236,EAST 88 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441613,1,1519,29,20200118,C,0802HZ,167,EAST 90 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441566,4,3630,41,20200118,C,20-00207,70-03,FRESH POND ROAD,20200319,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441574,1,514,7503,20200118,C,20-00216,119,GREENE STREET,20200513,OK TO DISMISSED DOB VIOLATION.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441827,4,9572,4,20200118,C,20-00215,118-08,LIBERTY AVENUE,20200319,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2443373,1,869,16,20200118,C,CER01DY,270,MADISON AVENUE,20200622,OK TO DISMISSED PER INSPECTOR SPACE IS  SAFE AND SECURED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441569,1,2087,41,20200118,C,20-00198,608,WEST 139 STREET,20200720,OK TO DISMISSED DOB VIOLATION SWO       RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441565,1,692,27,20200118,C,20-00212,511,WEST 20 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442217,4,1346,116,20200118,C,C0204JL,68-10,WOODSIDE AVENUE,20200319,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441590,4,12212,50,20200117,C,CER03JG,150-33,121 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441591,4,12212,48,20200117,C,CER02JG,150-37,121 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443088,3,6059,57,20200117,C,CN1001DT,43,89 STREET,20200505,NO OBJECTION TO DISMISS DOB VIO         JOB SIGNED OFF ON 3/27/2020,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442446,1,2215,343,20200117,C,20-00192,2,ADRIAN AVENUE,20200702,OK TO DISMISSED. SWO RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2438103,3,285,24,20200117,C,20-00185,150,ATLANTIC AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2438096,3,933,28,20200117,C,20-00183,474,BERGEN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2438095,3,933,28,20200117,C,20-00184,474,BERGEN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443202,3,189,34,20200117,C,0605GB,116,BOND STREET,20200814,OK TO DISMISS. BC SWO HAS BEEN FULLY    RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441582,4,1881,1,20200117,C,CERDY04,98-02,CORONA AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441460,3,310,43,20200117,C,20-00188,133,KANE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443205,3,2596,7501,20200117,C,0105GB,807,MANHATTAN AVENUE,20200416,"DISMISSED, SWO RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442412,1,1295,1,20200117,C,LL105010S,101,PARK AVENUE,20200212,CAW    REPORT WAS RECEIVED AND ACCEPTED ON     02/11/2020 (PER OLGA),V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2438097,3,1565,17,20200117,C,20-00181,203,THOMAS S BOYLAND STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443714,1,1182,12,20200117,C,FEU30702IK,345,WEST 70 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442434,4,5042,35,20200116,C,FEU40701PN,133-56,41 ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437979,3,1004,70,20200116,C,20-00175,249,9 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441673,2,5578,27,20200116,C,E1001JT,425,CALHOUN AVENUE,20200218,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2437991,3,511,14,20200116,C,20-00163,66,COMMERCE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437992,3,511,14,20200116,C,20-00162,66,COMMERCE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437947,3,511,12,20200116,C,20-00161,70,COMMERCE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443199,3,4542,20,20200116,C,30503TV,553,COZINE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437975,3,5355,19,20200116,C,20-00174,406,EAST 4 STREET,20200814,OK TO DISMISS. BC SWO HAS BEEN FULLY    RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2437974,3,5355,19,20200116,C,20-00173,406,EAST 4 STREET,20200814,OK TO DISMISS. BC SWO HAS BEEN FULLY    RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2438088,3,2681,13,20200116,C,CC01DM03,127,ECKFORD STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2441469,3,7618,29,20200116,C,CC18CL04,1797,FLATBUSH AVENUE,20200730,VIOLATION VOIDED_BY ISSUING UNIT,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2437964,1,144,20,20200116,C,20-00159,44,HUDSON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2441463,3,3386,70,20200116,C,CER01JG,1497,JEFFERSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443204,3,4524,1,20200116,C,30502TV,1010,STANLEY AVENUE,20200814,OK TO DISMISS. BC SWO HAS BEEN FULLY    RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2437800,3,930,66,20200115,C,20-00156,375,BERGEN STREET,20200207,"DISMISSED, BC SWO RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2437799,3,930,66,20200115,C,20-00157,375,BERGEN STREET,20200207,"DISMISSED, BC SWO RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2437937,3,2356,1,20200115,C,CC01KM01,200,KENT AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2443232,3,2178,3,20200115,C,FEU30102IK,37,LEE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443375,3,2178,2,20200115,C,FEU30104IK,39,LEE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443372,3,2178,3,20200115,C,FEU30103IK,37,LEE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437797,2,3199,91,20200115,C,CNE02GS,2,WEST FORDHAM ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437725,4,158,34,20200114,C,20-00153,41-28,44 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437721,1,1115,7,20200114,C,20-00141,1881,BROADWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443894,4,433,5,20200114,C,FEU40201XC,26-19,JACKSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443678,3,1656,37,20200114,C,FEU30303XC,688,JEFFERSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437719,3,2907,17,20200114,C,20-00154,52,MASPETH AVENUE,20200220,"DISMISSED, SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2441571,3,1970,48,20200114,C,20-00147,93,QUINCY STREET,20200220,"DISMISSED, SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2437783,5,3297,20,20200114,C,20-00138,116,RARITAN AVENUE,20200211,OK TO DISMISS  STOP WORK ORDERS         RESCINDED BY BOROUGH COMMISSIONER.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2437782,5,3297,20,20200114,C,20-00135,116,RARITAN AVENUE,20200211,OK TO DISMISS STOP WORK ORDERS          RESCINDED BY BOROUGH COMMISSIONER.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442566,2,2981,19,20200114,C,0302JM,1506,SOUTHERN BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437819,1,27,17,20200114,C,20-00114,67,WALL STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443415,1,2180,200,20200114,C,FEU11201PN,729,WEST 186 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2442430,3,3667,8,20200113,C,FEU30501PN,27,ALABAMA AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2437518,1,634,67,20200113,C,20-00113,569,HUDSON STREET,20200312,VIOLATING CONDITIONS RESOLVED. VACATE   RESCINDED OK TO DISMISSED DOB VIOLATION.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
